name,yomi,link,pref,city,活動住所,活動場所,活動日,参加条件,定員,費用,ホームページ,備考,募集内容,応募方法,募集開始,募集締切,事務局,TEL,（お願い）,（受付時間）,FAX,E-mail,（その他）,事務局（住所）,その他,募集人員,事務局①,事務局②
田布施町少年少女発明クラブ,たぶせちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=183,山口県,熊毛郡田布施町,山口県熊毛郡田布施町,田布施町立田布施西小学校体験活動室,第2・第4土曜日,田布施町内の小学校3年生～6年生,30名,,なし,,,,,,田布施町教育委員会社会教育課,０８２０－５２－５８１３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日から金曜日　9:00～17:00,０８２０－５２－４９０４,,,,,,,
防府市少年少女発明クラブ,ほうふし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=184,山口県,防府市,防府市寿町６－４１,防府市青少年科学館　ソラール,"毎月第2,4土曜日",小学校4年生～中学校3年生,40,,http://www.solar-hofu.sakura.ne.jp/,,,,,,防府市青少年科学館　ソラール内　少年少女発明クラブ事務局,０８３５－２６－５０５０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８３５－２３－６８５５,ｓｏｌａｒ＠ｓｏｌｅｉｌ．ｏｃｎ．ｎｅ．ｊｐ,,,,,,
柳井市少年少女発明クラブ,やないし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=180,山口県,柳井市,柳井市柳井3680-4,柳井市理科研修所,毎月第2・4土曜日（原則）,市内在住の小学3年生～6年生,54名,"年会費3,000円（傷害保険料1,000円を含む）",http://www.city-yanai.jp/siyakusyo/syougaigakusyu/hatumei/hatumeitop.html,,,市内各小学校の該当学年児童・保護者に募集案内を配布,毎年２月中旬,毎年３月上旬,柳井市教育委員　会生涯学習・スポーツ推進課,０８２０－２２－２１１１　内線３３１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：３０～１７：１５,０８２０－２３－７４７４,syogaigakushu＠city.yanai.lg.jp,,,,,,
山口市少年少女発明クラブ,やまぐちし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=181,山口県,山口市,山口県山口市維新公園4-5-1,山口県児童センター,月2回の土曜日,市内及び近郊在住の小学3年生～小学6年生,30,,http://jigyodan-yg.jp/jidou-center/,,,,,,山口県児童センター内　少年少女発明クラブ事務局,０８３－９２３－４６３３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８３－９２３－４６３５,ｙａｍａｊｉ－ｃｅｎ＠ａｃ．ａｕｏｎｅ－ｎｅｔ．ｊｐ,,,,,,
阿南市少年少女発明クラブ,あなんし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=187,徳島県,阿南市,徳島県阿南市那賀川町上福井南川渕8-1,阿南市科学センター,原則、毎月第３土曜日,阿南市内在住の小学4年生～中学生,40名（先着順）,"年会費2,000円",,,,阿南市の学校から配布される募集チラシからご応募ください。,４月末ごろ,５月中旬ごろ（定員に達ししだい、募集終了）,阿南市科学センター内　少年少女発明クラブ担当,０８８４－４２－１６００,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,９：３０～１６：００,０８８４－４２－３６５２,ｓｃｉｅｎｃｅ＠ａｎａｎｓｃｉｅｎｃｅ．ｊｐ,,,,,,
北島町少年少女発明クラブ,きたじまちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=188,徳島県,板野郡北島町,徳島県板野郡北島町,北島町老人福祉センター,主に第2・4土曜日　午前,小学校4年生～6年生,20名,年会費6000円,,,,,,,北島町教育委員会,０８８－６９８－９８１２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8:30～17:15,０８８－６９８－１１２１,,,,,,,
三好少年少女発明クラブ,みよし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=361,徳島県,三好市,,,原則として土曜日の午前,市内及び町内在住の小学３年生～６年生,１教室２０名以内,,,,,,,,,０８８３（７９）３６３０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８８３（７９）３２１７,,,,,,三好市教育委員会学校教育課内　発明クラブ事務局,三好郡東みよし町教育委員会学校教育課内　発明クラブ事務局
東かがわ市少年少女発明クラブ,ひがしかがわし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=191,香川県,東かがわ市,香川県東かがわ市帰来1092,白鳥本町コミュニティセンター,毎月第2・第4土曜日,市内小学校3年生から小学校6年生,20,,,,,,,,東かがわ市教育委員会事務局生涯学習課内　少年少女発明クラブ事務局,０８７９－２６－１２３８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８７９－２６－１３４０,ｍ１００３１８＠ｃｉｔｙ．ｈｉｇａｓｈｉｋａｇａｗａ．ｋａｇａｗａ．ｊｐ,,,,,,
三木町少年少女発明クラブ,みきちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=189,香川県,木田郡三木町,香川県木田郡三木町,サンサン館みき,原則として毎月第2土曜日・第4土曜日の午前中,小学校4年生～中学校2年生,30名,"年間1,000円",http://www.town.miki.lg.jp/section/gakusyu/hatumei_club.html,,,,,,三木町役場教育委員会生涯学習課内,０８７－８９１－３３１４,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8:30～17:15,０８７－８９８－１９９４,,,,,,,
三豊市少年少女発明クラブ,みとよし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=190,香川県,三豊市,三豊市詫間町香田551,香川高等専門学校詫間キャンパス,毎月２回土曜日　9:00～11:00,小学3年生以上（小学2年生以下は保護者の管理下での参加は可能です）,140,"年会費1,000円／年、参加費100円／回",https://www.facebook.com/mitoyohatsumei/（Facebook）,,"香川高等専門学校詫間キャンパスまで通える小中学生なら誰でも参
加することができます。お気軽にご参加ください。",事務局までご連絡、もしくは開講日に直接お越しください。,随時,随時,三豊市教育委員会事務局生涯学習課,０８７５－７３－３１３５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前8時30分～午後5時15分（平日のみ）,,ｓｈｏｕｇａｉｇａｋｕｓｈｕ＠ｃｉｔｙ．ｍｉｔｏｙｏ．ｋａｇａｗａ．ｊｐ　（送信時は半角に変換して下さい）,,,,,,
今治市少年少女発明クラブ,いまばりし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=192,愛媛県,今治市,今治市東門町五丁目840番４,旧今治コンピュータカレッジ内,原則第１、３土曜日の14：00～17：00　※年間25日程度,小学校５、６年生　今治市内に在住していること,40名,"2,500円（年会費）",,,科学に興味のある小学校５，６年生,各学校に配布する入会申込用紙でご応募ください。　※応募多数のときは抽選します。,２月中旬,３月下旬,今治市役所　産業部　商工振興課,０８９８－３６－１５４０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日（祝日・年末年始除く）８：30～17：15,０８９８－２５－２９６１,shoukou@imabari-city.jp,,,,,,
砥部町少年少女発明クラブ,とべちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=193,愛媛県,伊予郡砥部町,愛媛県伊予郡砥部町,宮内小学校　工作室,"土曜日の10:00～12:00（概ね月２回程度）、年間２０日程度
夏期休暇中に、施設見学を実施",小学校4年生～6年生,20名程度,"3,000円（年会費）",http://www.town.tobe.ehime.jp/,,アイデアと工夫で、ものづくりにチャレンジしてみよう！,毎年４月上旬に、小学校を通じて配布する申込用紙によりご応募ください。,４月上旬,４月下旬,"砥部町少年少女発明クラブ
（砥部町教育委員会社会教育課内）",０８９－９６２－５９５２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日（祝日・年末年始除く）　8:30～17:15,０８９－９６２－４８９７,095shakai＠town.tobe.ehime.jp,,,,,,
新居浜市少年少女発明クラブ,にいはまし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=388,愛媛県,新居浜市,新居浜市高木町2番60号,新居浜市総合福祉センター2階　第２研修室,土曜日の１０：３０～１２：００（月２回程度、年間１８回）,新居浜市内に在住の小学校第５・６学年児童,２０名,３，０００円（１年間）,,,,市内各小学校を通して配布する入会申込書を提出する,４月上旬,４月中旬,新居浜市教育委員会事務局　学校教育課,０８９７－６５－１３０１,※件名に、「新居浜市少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日（祝日・年末年始除く）　８：３０～１７：１５,０８９７－６５－１３０６,ｔ12994＠city.niihama.lg.jp　　※送信の際は＠を半角小文字に変えてください。,,,,,,
松山市少年少女発明クラブ,まつやまし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=194,愛媛県,松山市,愛媛県松山市湊町7-5,松山市総合コミュニティセンター　こども館内,第1・3土曜日　10:00～12:00,松山市内の小学校に通う小学校4年生～6年生,30名,"年会費　3,000円",,,新しいものを作り出す事に興味のある人,毎年3月頃より館内にポスターを掲示します。館内のチラシやハガキ等によりご応募下さい。,3月中旬,4月中旬,松山市少年少女発明クラブ,０８９－９４３－８２２８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８９－９２１－８２４２,,,,,,,
南国市少年少女発明クラブ,なんこくし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=195,高知県,南国市,高知県南国市日吉町2-1355-9,からくり創造工房,第2土曜日（主として）,市内在住の小学4年生～小学6年生,20,,,,,,,,南国市少年少女発明クラブ事務局,０８８－８８０－６５６７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８８－８８０－６２０２,,,,,,,
飯塚少年少女発明クラブ,いいづか,http://kids.jiii.or.jp/modules/pico/index.php?content_id=199,福岡県,飯塚市,福岡県飯塚市飯塚１３番２３号,街なか交流・健康ひろば（飯塚東町商店街、旧玉置跡）,学校休日（主に日曜日）の午前中、２時間程度。夏休み期間中及び見学会等は特別スケジュールあり,飯塚市内在住の小学校４年生～６年生,２４名,年会費４，０００円,,,,下記事務局へお問い合わせください。,,,飯塚市役所　経済部　産学振興課　企業誘致推進室,０９４８－２２－５５００（内線１３０７）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　８：３０～１７：００,０９４８－２２－６０６２,,,,,,,
北九州市少年少女発明クラブ,きたきゅうしゅうし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=196,福岡県,北九州市,北九州市八幡東区東田二丁目２番１１号,スペースLABO ANNEX　工房棟,５月から２月　２０回　（主に土曜日）,近隣の小学4年生～中学3年生,２４名,５０００円,なし,,,,下記事務局にお問い合わせください。,,スペースLABO ANNEX内　北九州市少年少女発明クラブ事務局,０９３－６６３－０５５０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,９：００～１７：００（月曜日は休館日、その日が祝日の場合は翌日）,０９３－６８１－１２２４,,,,,,,
くるめ少年少女発明クラブ,くるめ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=200,福岡県,久留米市,福岡県久留米市諏訪野町,えーるピア久留米,基本的に第3土曜日（例外もあります。）,小学校4年生～6年生,24名,"年会費　3,500円",http://kurume.genki365.net/gnkk10/mypage/index.php?gid=G0000553,,,下記事務局へお問い合わせ下さい。,,,くるめ少年少女発明クラブ（久留米市生涯学習推進課内）,０９４２－３０－７９７０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　9:00～16:00,０９４２－３０－７９７１,,,,,,,
佐賀市少年少女発明クラブ,さがし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=202,佐賀県,佐賀市,佐賀県佐賀市成章町,佐賀市立勧興小学校,土曜日の午前,市内在住の小学校4年生～中学校3年生,30名程度,"5,000円",,,"クラブには機械や工具をそろえ、指導員の先生からアドバイスを受けながら、自分のアイデアを作品に作り上げていきます。
21世紀の発明家を目指す子どもたち、集まれ！","はがきに住所・氏名（ふりがな）・学校・新学年・性別・保護者氏名・電話番号・ＦＡＸ番号を記入し下記に送付ください。
　　〒840-0811  佐賀市大財3－11－21　佐賀市少年少女発明クラブ事務局（佐賀市教育委員会教育部教育総務課内）
　　※募集期間は年度ごとに異なりますので、市報にてご確認いただくか、下記までお問い合わせください。",,,佐賀市教育委員会教育部教育総務課,０９５２－４０－７３５１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8:30～17:15,０９５２－４０－７３９４,,,,,,,
武雄市少年少女発明クラブ,たけおし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=201,佐賀県,武雄市,佐賀県武雄市武雄町大字武雄５５３８－１,武雄市文化会館　工作実習室,土曜日　９:００～１２:００（月に１、２回程度）,市内在住の小学４～６年生,２０名,年間　３，０００円,,,クラブには工作機械や工具をそろえ、指導員の先生たちとアイディアを練りながら作品を作り上げていきます。創造性を養い、２１世紀の発明家となりたい子ども達よ集まれ！！！！！！！,応募チラシに名前・住所・学年・電話番号など記入して発明クラブ事務局まで提出して下さい。,４月中旬,４月下旬,武雄市役所　こども教育部　生涯学習課　生涯学習係,０９５４－２３－５１６８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：３０～１７：１５,０９５４－２３－７５８５,,,,,,,
諫早市少年少女発明クラブ,いさはやし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=204,長崎県,諫早市,長崎県諫早市幸町１－２３,九州ガス（株）　ガスホールアメニティ,毎月第2・4土曜日　9:30～12:00,小学校4～6年生　1年間続けられる子,30名,"年間3,000円",,他のクラブと活動日が重なる場合はご遠慮ください。,ものづくりが大好きで1年間続けられる子,FAX・郵送・持込　応募者多数の場合は抽選,毎年2月中旬,毎年3月中旬,諫早市教育委員会生涯学習課,０９５７－２２－２５３９,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月～金曜日　8:30～17:15,０９５７－２２－２８４０,,,,,,,
長崎市科学館少年少女発明クラブ,ながさきしかがくかん,http://kids.jiii.or.jp/modules/pico/index.php?content_id=203,長崎県,長崎市,長崎市油木町,長崎市科学館,H28年度16回（5/15-1/15）。原則10:00～12:00の活動。8月（4回10：00-15：00）10/30（見学学習9：00-17：00）,小学校4年生～中学校3年生,24名（超えた場合は抽選）,無料,http://www.nagasaki-city.ed.jp/starship/,,科学に興味のある小学校4年生～中学校3年生,往復葉書（住所、氏名、年齢、学校名、学年、保護者名、電話番号を記入）で長崎市科学館に申し込んでください。,平成28年4月1日（金）,平成28年4月24日（日）,長崎市科学館少年少女発明クラブ（長崎市科学館内）,０９５－８４２－０５０５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,火曜日～日曜日　9:00～17:00,０９５－８４２－２０８２,,,,,,,
荒尾少年少女発明クラブ,あらお,http://kids.jiii.or.jp/modules/pico/index.php?content_id=205,熊本県,荒尾市,熊本県荒尾市荒尾４１８６番地１９,荒尾総合文化センター子ども科学館２F工作室,月２回日曜日午前９時～正午,市内在住の小学４年生～中学３年生,３５名程度,"年会費１０,０００円（傷害保険料含む）",https://www.city.arao.lg.jp/q/aview/161/17112.html,,,市広報３月号にクラブ員募集記事掲載,３月１日,３月中旬,熊本県荒尾市教育委員会生涯学習課内,0968-57-8125,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：３０～１７：１５,0968-62-1218,arao-hatsumei@city.arao.lg.jp,,,,,,
熊本市少年少女発明クラブ,くまもとし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=389,熊本県,熊本市,熊本市西区池田4-22-14,崇城大学　ものづくり創造センター　SUMIC,土曜日　１４：００〜１７：００（月に１回程度）,市内在住の小学４〜中学３年生,３０名,"年１０,０００円（障害保険料、材料費含む）",https://kumamotoshihatsume.wixsite.com/hatsumeikids,,,往復葉書に名前・住所・学年・電話番号など記入して発明クラブ事務局までお送りください。,２月上旬,２月末,"熊本県熊本市北区高平3丁目43番11号  タイヘイテクノス(株)本社ビル５F　　              　　              　　              　　              　　              　　              
株式会社ワイズ・リーディング内",０９６−３４２−７８７８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月〜土曜９：００-１７：００（祝日を除く）,０５０−５５７８−９２３０,,,,,,,
宇佐少年少女発明クラブ,うさ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=362,大分県,宇佐市,宇佐市大字四日市１１１番地の２,宇佐市四日市コミュニティセンター,原則として第一土曜日の午前,市内在住の小学生,２０名程度,,,,,,,,宇佐市商工振興課内　宇佐発明クラブ事務局,０９７８－３２－１１１１（代）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９７８－３２－２３２７,,,,,,,
大分少年少女発明クラブ,おおいた,http://kids.jiii.or.jp/modules/pico/index.php?content_id=206,大分県,大分市,大分県大分市大字下宗方１０３５－１,大分職業訓練センター,日曜日の午前９時～１２時まで（３時間）,小学３年生～中学３年生,30名,１５，０００／年,https://hatumeicluboita.jimdo.com/,ＨＰを新たに作りかえました,あなたのアイデアを形に、創造力を伸ばしましょう。,ＨＰ、チラシ、ポスター、口コミでＰＲしている。,毎年１月からスタート,４月末,大分県大分市大字羽田５８８－１　龍堂勝彦様方,０９７－５６９－１２７２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,１０時～２１時,０９７－５６９－１８１６,ka-ryudo＠oct-net.ne.jp,,,,,,
きつき少年少女発明クラブ,きつき,http://kids.jiii.or.jp/modules/pico/index.php?content_id=208,大分県,杵築市,大分県杵築市大字杵築１２６番地１,きつき生涯学習館,毎月1～2回程度（主に土曜日午前中）・長期休業中,市内在住の小学校4～6年生、中学生,３０名程度,"年会費10,000円",,,,市内小学校4～6年生全員に募集ちらし（申込書含む）を配布しますので、申込書に必要事項を記入して、各学級担任の先生に提出していただくか、直接事務局に提出してください。（ＦＡＸ可）,平成25年4月18日（木）,平成25年5月7日（火）,きつき少年少女発明クラブ,０９７７－７５－２４１３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日8:30～17:00,０９７７－７５－１３１４,,,,,,,
くにさき少年少女発明クラブ,くにさき,http://kids.jiii.or.jp/modules/pico/index.php?content_id=363,大分県,国東市,国東市国東町鶴川１６０番地２,国東中央公民館　アグリホール,月に１度、第２土曜日または第３土曜日,市内通学の小学生４～６年生,３０名程度,年会費　３，０００円,http://www.city.kunisaki.oita.jp/,,,４月に市内小学校に周知募集,４月から,５月末まで,国東市教育委員会　社会教育課内　くにさき少年少女発明クラブ事務局,０９７８－７２－２１２１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：３０～１７：００,０９７８－７２－４０７０,shakai-kyoiku＠city.kunisaki.lg.jp,,,,,,
佐伯市少年少女発明クラブ,さいき,http://kids.jiii.or.jp/modules/pico/index.php?content_id=209,大分県,佐伯市,大分県佐伯市長島町1番1号,佐伯市立鶴谷中学校,毎月第3土曜日,,30名,"5,000円",http://www.city.saiki.oita.jp/hatumei/index.html,,,,,,佐伯市役所商工振興課商工係,０９７２－２２－３９４３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９７２－２４－２６１５,,,,,,,
中津少年少女発明クラブ,なかつ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=378,大分県,中津市,大分県中津市中央町１丁目３番４５号,中津市生涯学習センターまなびん館,原則として月の第４週の土曜日の午後２時から４時まで,今年は小学校６年生から中学校２年生まで,今年は３０名,今年は傷害保険料を含めて６０００円,,,中津市内の小学生・中学生,中津市内の全小学校と中学校に申込書を配布し、募集をかけます。,,,活動住所・場所と同じ,０９７９－２２－７６３７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,"普通日の午前９時～午後９時まで
土曜日は午前９時～午後５時まで",０９７９－２２－７６３７,syougaigakusyuu＠city-nakatsu.jp　※送信の際は＠を半角小文字に変えてください。,,,,,,
ひた少年少女発明クラブ,ひた,http://kids.jiii.or.jp/modules/pico/index.php?content_id=210,大分県,日田市,,日田市桂林公民館,土曜日の午前,市内在住の小学4年生～6年生,24,,,,,,,,ひた少年少女発明クラブ事務局,０９７３－２４－３２４６,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９７３－２４－３２４６,ｋａｈｋｔｔ－３＠ｂ－ｎｅｔ．ｋｃｖ．ｊｐ,,,,,,
豊後高田少年少女発明クラブ,ぶんごたかだ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=211,大分県,豊後高田市,豊後高田市玉津987,中央公民館,毎月第4土曜日の午後,クラブ員（小学4年生～小学6年生）,,,,,,,,,豊後高田市教育委員会内　少年少女発明クラブ事務局,０９７８－５３－５１１２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９７８－５３－４７３１,,,,,,,
別府少年少女発明クラブ,べっぷ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=207,大分県,別府市,大分県別府市光町22-19,NTT西日本別府営業所ビル　6階,土曜日・日曜日の午前・午後　夏季休暇中は特別スケジュール,小学校4年生～小学校6年生,30名,"年会費　10,000円",http://hatumei-beppu.justhpbs.jp,途中入会も可能です,電子・木工・プラスチック工作をやってみたい小学生,希望者はハガキ・FAXで応募してください　先着順です,4月1日より,4月20日までに事務局までご連絡ください,別府少年少女発明クラブ,,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,,,,,,,,
由布市少年少女発明クラブ,ゆふし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=395,大分県,由布市,大分県由布市庄内町大龍1400番地,庄内公民館,月1～2回,由布市内の小学４年生～中学２年生,２０名,"6,000円/年",,,,応募チラシ,,,由布市教育委員会社会教育課,０９７－５８２－１２０３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月～金（祝日を除く）　8：30～17：00,０９７－５８２－１２４５,social_edu＠city.yufu.lg.jp　　　※送信の際は＠を半角小文字に変えてください。,,,,,,
延岡少年少女発明クラブ,のべおか,,宮崎県,延岡市,,,,,,,,,,,,,,,,,,,,,,,,
都城少年少女発明クラブ,みやこのじょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=212,宮崎県,都城市,都城市年見町14-1,都城市カンガエールプラザ,原則として毎月第1・第3土曜日,小学校3～6年生,60名,"年会費4,000円",,現在募集中（受付期間：H24年4月9日～20日まで）,,,,,都城少年少女発明クラブ（都城市役所工業振興課内）,０９８６－２３－２９８３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９８６－２３－２５６８,,,,,,,
宮崎少年少女発明クラブ,みやざき,http://kids.jiii.or.jp/modules/pico/index.php?content_id=213,宮崎県,宮崎市,宮崎市宮崎駅東1-2-2,,原則として毎月第2及び第4土曜日の午後,宮崎市及び周辺2町在住の小学4年生～中学3年生,30,,http://cosmoland.miyabunkyo.com/,,,募集案内チラシ又はホームページから募集用紙をダウンロード後、FAX、E-mail、持参,,,宮崎科学技術館,０９８５－２３－２７００,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９８５－２３－０７９１,ｍｓｃ０３＠ｃｏｓｍｏｌａｎｄ．ｊｐ,,,,,,
鹿児島少年少女発明クラブ,かごしま,http://kids.jiii.or.jp/modules/pico/index.php?content_id=215,鹿児島県,鹿児島市,鹿児島県鹿児島市草牟田2-36-39,鹿児島市職業訓練センター,毎月１～２回、土曜日13：30～15：30,小学校３年生から６年生までの児童（１年を通して活動できる方）,30名,"5,000円",http://kagoshima-jiii.or.jp/,,,募集案内の送付およびホームページ,毎年２月中旬,毎年２月下旬（定員になり次第締切）,一般社団法人鹿児島県発明協会,０９９－２９５－０１７１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日8：30～17：15,０９９－２９５－０１７２,info＠kagoshima-jiii.or.jp,,,,,,
薩摩川内市少年少女発明クラブ,さつませんだいし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=391,鹿児島県,薩摩川内市,鹿児島県薩摩川内市天辰町２２１１番地１,国際交流センター内,毎月第２第４土曜日１４：００〜１６：００,小学４年生〜小学６年生の児童（１年間通して活動できるかた）,１５名,"年会費５,０００円（損害保険料含む）",,,,下記事務局へお問合せ下さい。,令和元年6月27日,令和元年7月10日,事業協同組合薩摩川内市企業連携協議会,０９９６－４１－３８５０,※件名に、「薩摩川内市少年少女発明クラブの件」とご記入下さい。,土日を除く９：００〜１７：００,０９９６－４１－３８６０,jimukyoku@kirenkyou.jp,,,,,,
南さつま少年少女発明クラブ,みなみさつま,,鹿児島県,南さつま市,,,,,,,,,,,,,,,,,,,,,,,,
なは市少年少女発明クラブ,なはし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=216,沖縄県,那覇市,沖縄県那覇市壷屋1-5-13,壺屋児童館,,,35,,http://nahahatsumei2009.ti-da.net/,,,,,,壺屋児童館内　少年少女発明クラブ事務局,０９８－８６３－８６８２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０９８－８６３－８６８２,,,,,,,
